Episode,Time_Taken,Accuracy,Energy_Consumed,Success,Timestamp
1,21.8200,0.0000,0.0000,0,2026-03-12 21:35:01
2,60.0200,0.0000,0.0000,0,2026-03-12 21:36:01
3,60.0200,0.0000,0.0000,0,2026-03-12 21:37:01
4,60.0200,0.0000,0.0000,0,2026-03-12 21:38:01
5,60.0000,0.0000,0.0000,0,2026-03-12 21:39:01
6,60.0200,0.0000,0.0000,0,2026-03-12 21:40:01
7,60.0200,0.0000,0.0000,0,2026-03-12 21:41:01
8,60.0200,0.0000,0.0000,0,2026-03-12 21:42:01
9,60.0200,0.0000,0.0000,0,2026-03-12 21:43:01
10,60.0200,0.0000,0.0000,0,2026-03-12 21:44:01
11,60.0200,0.0000,0.0000,0,2026-03-12 21:45:01
12,60.0200,0.0000,0.0000,0,2026-03-12 21:46:01
13,60.0200,0.0000,0.0000,0,2026-03-12 21:47:01
14,60.0200,0.0000,0.0000,0,2026-03-12 21:48:01
15,60.0200,0.0000,0.0000,0,2026-03-12 21:49:01
16,60.0200,0.0000,0.0000,0,2026-03-12 21:50:01
17,60.0200,0.0000,0.0000,0,2026-03-12 21:51:01
18,60.0200,0.0000,0.0000,0,2026-03-12 21:52:01
19,60.0200,0.0000,0.0000,0,2026-03-12 21:53:01
20,60.0199,0.0000,0.0000,0,2026-03-12 21:54:01
21,60.0200,0.0000,0.0000,0,2026-03-12 21:55:01
22,60.0200,0.0000,0.0000,0,2026-03-12 21:56:01
23,60.0200,0.0000,0.0000,0,2026-03-12 21:57:01
24,60.0200,0.0000,0.0000,0,2026-03-12 21:58:01
25,60.0199,0.0000,0.0000,0,2026-03-12 21:59:01
26,60.0200,0.0000,0.0000,0,2026-03-12 22:00:01
27,60.0200,0.0000,0.0000,0,2026-03-12 22:01:01
28,60.0200,0.0000,0.0000,0,2026-03-12 22:02:01
29,60.0200,0.0000,0.0000,0,2026-03-12 22:03:01
30,60.0200,0.0000,0.0000,0,2026-03-12 22:04:01
31,60.0199,0.0000,0.0000,0,2026-03-12 22:05:01
32,60.0200,0.0000,0.0000,0,2026-03-12 22:06:01
33,60.0200,0.0000,0.0000,0,2026-03-12 22:07:01
34,60.0200,0.0000,0.0000,0,2026-03-12 22:08:01
35,60.0200,0.0000,0.0000,0,2026-03-12 22:09:01
36,60.0200,0.0000,0.0000,0,2026-03-12 22:10:01
37,60.0200,0.0000,0.0000,0,2026-03-12 22:11:01
