Episode,Time_Taken,Accuracy,Energy_Consumed,Success,Timestamp
1,60.0200,0.0000,0.0000,0,2026-03-12 23:16:45
2,60.0200,0.0000,0.0000,0,2026-03-12 23:17:27
3,60.0200,0.0000,0.0000,0,2026-03-12 23:18:06
4,60.0200,0.0000,0.0000,0,2026-03-12 23:18:50
5,60.0200,0.0000,0.0000,0,2026-03-12 23:19:40
6,60.0200,0.0000,0.0000,0,2026-03-12 23:20:23
7,60.0200,0.0000,0.0000,0,2026-03-12 23:21:05
8,60.0200,0.0000,0.0000,0,2026-03-12 23:21:48
9,60.0200,0.0000,0.0000,0,2026-03-12 23:22:32
10,60.0200,0.0000,0.0000,0,2026-03-12 23:23:16
11,60.0200,0.0000,0.0000,0,2026-03-12 23:24:00
12,60.0200,0.0000,0.0000,0,2026-03-12 23:24:46
13,60.0200,0.0000,0.0000,0,2026-03-12 23:25:33
14,60.0200,0.0000,0.0000,0,2026-03-12 23:26:21
15,60.0200,0.0000,0.0000,0,2026-03-12 23:27:02
16,60.0200,0.0000,0.0000,0,2026-03-12 23:27:44
17,22.3000,0.7765,0.0000,1,2026-03-12 23:27:56
18,60.0200,0.0000,0.0000,0,2026-03-12 23:28:39
19,21.7001,0.9243,0.0000,1,2026-03-12 23:28:53
20,60.0200,0.0000,0.0000,0,2026-03-12 23:29:32
21,58.7800,0.7129,0.0000,1,2026-03-12 23:30:10
22,60.0200,0.0000,0.0000,0,2026-03-12 23:30:52
23,60.0200,0.0000,0.0000,0,2026-03-12 23:31:30
24,60.0199,0.0000,0.0000,0,2026-03-12 23:32:14
25,60.0200,0.0000,0.0000,0,2026-03-12 23:32:52
26,60.0200,0.0000,0.0000,0,2026-03-12 23:33:30
27,60.0200,0.0000,0.0000,0,2026-03-12 23:34:13
28,13.1600,0.8822,0.0000,1,2026-03-12 23:34:19
29,60.0200,0.0000,0.0000,0,2026-03-12 23:35:02
30,43.5599,0.7429,0.0000,1,2026-03-12 23:35:28
31,25.1801,0.8091,0.0000,1,2026-03-12 23:35:46
32,17.6200,0.7897,0.0000,1,2026-03-12 23:35:59
33,12.1400,0.7557,0.0000,1,2026-03-12 23:36:10
34,60.0200,0.0000,0.0000,0,2026-03-12 23:36:49
35,60.0200,0.0000,0.0000,0,2026-03-12 23:37:28
36,60.0200,0.0000,0.0000,0,2026-03-12 23:38:11
37,10.6799,0.8843,0.0000,1,2026-03-12 23:38:16
38,60.0199,0.0000,0.0000,0,2026-03-12 23:38:57
39,12.7201,0.8118,0.0000,1,2026-03-12 23:39:08
40,29.4200,0.7121,0.0000,1,2026-03-12 23:39:26
41,60.0200,0.0000,0.0000,0,2026-03-12 23:40:05
42,60.0200,0.0000,0.0000,0,2026-03-12 23:40:48
43,9.5400,0.8415,0.0000,1,2026-03-12 23:40:53
44,60.0200,0.0000,0.0000,0,2026-03-12 23:41:35
45,28.3999,0.8420,0.0000,1,2026-03-12 23:41:53
46,14.5801,0.8449,0.0000,1,2026-03-12 23:42:00
47,11.9002,0.7902,0.0000,1,2026-03-12 23:42:11
48,38.2200,0.7390,0.0000,1,2026-03-12 23:42:35
49,60.0200,0.0000,0.0000,0,2026-03-12 23:43:17
50,60.0200,0.0000,0.0000,0,2026-03-12 23:43:54
51,60.0200,0.0000,0.0000,0,2026-03-12 23:44:36
52,25.9399,0.8732,0.0000,1,2026-03-12 23:44:54
53,27.0000,0.7492,0.0000,1,2026-03-12 23:45:13
54,60.0200,0.0000,0.0000,0,2026-03-12 23:45:49
55,60.0200,0.0000,0.0000,0,2026-03-12 23:46:30
56,9.7600,0.8574,0.0000,1,2026-03-12 23:46:34
57,60.0200,0.0000,0.0000,0,2026-03-12 23:47:11
58,60.0200,0.0000,0.0000,0,2026-03-12 23:47:48
59,6.1599,0.7395,0.0000,1,2026-03-12 23:47:51
60,60.0200,0.0000,0.0000,0,2026-03-12 23:48:25
61,60.0200,0.0000,0.0000,0,2026-03-12 23:49:03
62,60.0200,0.0000,0.0000,0,2026-03-12 23:49:36
63,60.0198,0.0000,0.0000,0,2026-03-12 23:50:11
64,12.5200,0.8484,0.0000,1,2026-03-12 23:50:20
65,60.0200,0.0000,0.0000,0,2026-03-12 23:50:55
66,60.0200,0.0000,0.0000,0,2026-03-12 23:51:32
67,60.0198,0.0000,0.0000,0,2026-03-12 23:52:06
68,14.1802,0.7425,0.0000,1,2026-03-12 23:52:16
69,60.0200,0.0000,0.0000,0,2026-03-12 23:52:51
70,60.0198,0.0000,0.0000,0,2026-03-12 23:53:24
71,60.0200,0.0000,0.0000,0,2026-03-12 23:54:03
72,60.0200,0.0000,0.0000,0,2026-03-12 23:54:40
73,11.9402,0.8220,0.0000,1,2026-03-12 23:54:47
74,60.0200,0.0000,0.0000,0,2026-03-12 23:55:33
75,8.3799,0.7448,0.0000,1,2026-03-12 23:55:37
76,60.0200,0.0000,0.0000,0,2026-03-12 23:56:20
77,9.2000,0.8020,0.0000,1,2026-03-12 23:56:24
78,60.0200,0.0000,0.0000,0,2026-03-12 23:57:00
