Episode,Time_Taken,Accuracy,Energy_Consumed,Success,Timestamp
1,60.0200,0.0000,0.0000,0,2026-03-12 13:28:01
2,60.0200,0.0000,0.0000,0,2026-03-12 13:29:01
3,60.0200,0.0000,0.0000,0,2026-03-12 13:30:01
4,60.0200,0.0000,0.0000,0,2026-03-12 13:31:01
5,60.0200,0.0000,0.0000,0,2026-03-12 13:32:01
6,60.0200,0.0000,0.0000,0,2026-03-12 13:33:01
7,60.0200,0.0000,0.0000,0,2026-03-12 13:34:01
8,60.0200,0.0000,0.0000,0,2026-03-12 13:35:01
9,60.0200,0.0000,0.0000,0,2026-03-12 13:36:01
10,60.0200,0.0000,0.0000,0,2026-03-12 13:37:01
11,60.0200,0.0000,0.0000,0,2026-03-12 13:38:01
12,60.0200,0.0000,0.0000,0,2026-03-12 13:39:01
13,60.0200,0.0000,0.0000,0,2026-03-12 13:40:01
14,60.0200,0.0000,0.0000,0,2026-03-12 13:41:01
15,60.0200,0.0000,0.0000,0,2026-03-12 13:42:01
16,60.0200,0.0000,0.0000,0,2026-03-12 13:43:01
17,60.0200,0.0000,0.0000,0,2026-03-12 13:44:01
18,60.0200,0.0000,0.0000,0,2026-03-12 13:45:01
19,60.0200,0.0000,0.0000,0,2026-03-12 13:46:01
20,60.0200,0.0000,0.0000,0,2026-03-12 13:47:01
21,60.0199,0.0000,0.0000,0,2026-03-12 13:48:01
22,60.0200,0.0000,0.0000,0,2026-03-12 13:49:01
23,60.0200,0.0000,0.0000,0,2026-03-12 13:50:01
24,60.0200,0.0000,0.0000,0,2026-03-12 13:51:01
25,60.0200,0.0000,0.0000,0,2026-03-12 13:52:01
26,60.0200,0.0000,0.0000,0,2026-03-12 13:53:01
