Episode,Time_Taken,Accuracy,Energy_Consumed,Success,Timestamp
1,42.7400,0.0000,0.0000,0,2026-03-12 12:12:04
2,0.0400,0.0000,0.0000,0,2026-03-12 12:12:04
3,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
4,0.0200,0.0627,0.0000,0,2026-03-12 12:12:04
5,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
6,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
7,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
8,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
9,0.0200,0.0460,0.0000,0,2026-03-12 12:12:04
10,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
11,0.0200,0.0046,0.0000,0,2026-03-12 12:12:04
12,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
13,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
14,0.0200,0.2292,0.0000,0,2026-03-12 12:12:04
15,0.0200,0.2658,0.0000,0,2026-03-12 12:12:04
16,0.0200,0.2107,0.0000,0,2026-03-12 12:12:04
17,0.0200,0.2303,0.0000,0,2026-03-12 12:12:04
18,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
19,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
20,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
21,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
22,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
23,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
24,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
25,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
26,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
27,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
28,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
29,0.0200,0.0879,0.0000,0,2026-03-12 12:12:04
30,0.0200,0.0000,0.0000,0,2026-03-12 12:12:04
31,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
32,0.0200,0.1002,0.0000,0,2026-03-12 12:12:05
33,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
34,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
35,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
36,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
37,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
38,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
39,0.0200,0.2923,0.0000,0,2026-03-12 12:12:05
40,0.0200,0.0317,0.0000,0,2026-03-12 12:12:05
41,0.0200,0.1323,0.0000,0,2026-03-12 12:12:05
42,0.0200,0.3874,0.0000,0,2026-03-12 12:12:05
43,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
44,0.0200,0.4555,0.0000,0,2026-03-12 12:12:05
45,0.0200,0.4848,0.0000,0,2026-03-12 12:12:05
46,0.0200,0.2566,0.0000,0,2026-03-12 12:12:05
47,0.0200,0.0336,0.0000,0,2026-03-12 12:12:05
48,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
49,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
50,0.0200,0.2794,0.0000,0,2026-03-12 12:12:05
51,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
52,0.0200,0.3048,0.0000,0,2026-03-12 12:12:05
53,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
54,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
55,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
56,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
57,0.0200,0.0123,0.0000,0,2026-03-12 12:12:05
58,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
59,0.0200,0.1680,0.0000,0,2026-03-12 12:12:05
60,0.0200,0.0981,0.0000,0,2026-03-12 12:12:05
61,0.0200,0.1501,0.0000,0,2026-03-12 12:12:05
62,0.0200,0.1480,0.0000,0,2026-03-12 12:12:05
63,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
64,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
65,0.0200,0.1857,0.0000,0,2026-03-12 12:12:05
66,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
67,0.0200,0.0722,0.0000,0,2026-03-12 12:12:05
68,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
69,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
70,0.0200,0.1576,0.0000,0,2026-03-12 12:12:05
71,0.0200,0.0578,0.0000,0,2026-03-12 12:12:05
72,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
73,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
74,0.0200,0.2174,0.0000,0,2026-03-12 12:12:05
75,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
76,0.0200,0.2833,0.0000,0,2026-03-12 12:12:05
77,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
78,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
79,0.0200,0.0471,0.0000,0,2026-03-12 12:12:05
80,0.0200,0.0000,0.0000,0,2026-03-12 12:12:05
81,0.0200,0.1855,0.0000,0,2026-03-12 12:12:06
82,0.0200,0.0821,0.0000,0,2026-03-12 12:12:06
83,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
84,0.0200,0.1965,0.0000,0,2026-03-12 12:12:06
85,0.0200,0.1546,0.0000,0,2026-03-12 12:12:06
86,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
87,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
88,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
89,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
90,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
91,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
92,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
93,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
94,0.0200,0.1498,0.0000,0,2026-03-12 12:12:06
95,0.0200,0.2024,0.0000,0,2026-03-12 12:12:06
96,0.0200,0.4070,0.0000,0,2026-03-12 12:12:06
97,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
98,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
99,0.0200,0.5887,0.0000,0,2026-03-12 12:12:06
100,0.0200,0.2222,0.0000,0,2026-03-12 12:12:06
101,0.0200,0.5779,0.0000,0,2026-03-12 12:12:06
102,0.0200,0.2781,0.0000,0,2026-03-12 12:12:06
103,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
104,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
105,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
106,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
107,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
108,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
109,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
110,0.0200,0.3972,0.0000,0,2026-03-12 12:12:06
111,0.0200,0.4244,0.0000,0,2026-03-12 12:12:06
112,0.0200,0.0725,0.0000,0,2026-03-12 12:12:06
113,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
114,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
115,0.0200,0.3908,0.0000,0,2026-03-12 12:12:06
116,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
117,0.0200,0.2666,0.0000,0,2026-03-12 12:12:06
118,0.0200,0.0000,0.0000,0,2026-03-12 12:12:06
