Episode,Time_Taken,Accuracy,Energy_Consumed,Success,Timestamp
1,60.0200,0.0000,0.0000,0,2026-03-12 12:43:36
2,60.0200,0.0000,0.0000,0,2026-03-12 12:44:38
3,60.0200,0.0000,0.0000,0,2026-03-12 12:45:38
4,60.0200,0.0000,0.0000,0,2026-03-12 12:46:38
5,60.0200,0.0000,0.0000,0,2026-03-12 12:47:38
6,60.0200,0.0000,0.0000,0,2026-03-12 12:48:39
7,60.0200,0.0000,0.0000,0,2026-03-12 12:49:41
8,60.0200,0.0000,0.0000,0,2026-03-12 12:50:42
9,60.0200,0.0000,0.0000,0,2026-03-12 12:51:43
10,60.0200,0.0000,0.0000,0,2026-03-12 12:52:43
11,60.0200,0.0000,0.0000,0,2026-03-12 12:53:43
12,60.0200,0.0000,0.0000,0,2026-03-12 12:54:43
13,60.0200,0.0000,0.0000,0,2026-03-12 12:55:43
14,60.0200,0.0000,0.0000,0,2026-03-12 12:56:43
15,60.0200,0.0000,0.0000,0,2026-03-12 12:57:43
16,60.0200,0.0000,0.0000,0,2026-03-12 12:58:43
17,60.0200,0.0000,0.0000,0,2026-03-12 12:59:43
18,60.0200,0.0000,0.0000,0,2026-03-12 13:00:43
19,60.0200,0.0000,0.0000,0,2026-03-12 13:01:43
20,60.0200,0.0000,0.0000,0,2026-03-12 13:02:43
