Episode,Timestamp,Base_Angle,Shoulder_Angle,Elbow_Angle,Base_Velocity,Shoulder_Velocity,Elbow_Velocity,Base_Control,Shoulder_Control,Elbow_Control,Magnet_Pos_X,Magnet_Pos_Y,Magnet_Pos_Z,Magnet_Vel_X,Magnet_Vel_Y,Magnet_Vel_Z,Box_Pos_X,Box_Pos_Y,Box_Pos_Z,Box_Vel_X,Box_Vel_Y,Box_Vel_Z,Base_Torque_Nm,Shoulder_Torque_Nm,Elbow_Torque_Nm,Base_Power_W,Shoulder_Power_W,Elbow_Power_W,Base_Mass_kg,Shoulder_Mass_kg,Elbow_Mass_kg,Base_KE_J,Shoulder_KE_J,Elbow_KE_J,Box_Attached,Energy_Step_J
6,0.0200,0.0000,45.0001,-30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.8851,3.1596,69.1302,0.1112,-1.6119,-0.5524,31.6029,-1.7843,66.4921,0.0000,-0.1942,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0000,0.0000,0.0000,0,0.000000
6,0.0400,0.0000,45.0001,-30.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000,33.8851,3.1596,69.1302,0.1112,-1.6119,-0.5524,31.6029,-1.7920,66.4921,0.0000,-0.3865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0000,0.0000,0.0000,0,0.000000
6,0.0600,0.0000,45.0001,-30.0000,0.0000,-0.0001,0.0000,0.0466,-0.1751,-0.5848,33.8851,3.1596,69.1302,-95.6936,269.8708,-65.5201,31.6029,-1.8036,66.4921,0.0000,-0.5769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0000,0.0000,0.0000,0,0.000000
6,0.0800,0.0233,44.9138,-30.2924,0.0203,-0.0763,-0.2552,0.0466,-0.1751,-0.5848,33.8859,3.1657,69.1132,-95.6936,269.8708,-65.5201,31.6029,-1.8189,66.4921,0.0000,-0.7654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0010,0.0087,0.0651,0,0.000000
6,0.1000,0.0466,44.8250,-30.5848,0.0203,-0.0776,-0.2552,0.0466,-0.1751,-0.5848,33.8867,3.1718,69.0961,-95.6936,269.8708,-65.5201,31.6029,-1.8379,66.4921,0.0000,-0.9520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0010,0.0090,0.0651,0,0.000000
6,0.1200,0.0699,44.7374,-30.8772,0.0203,-0.0765,-0.2552,0.0466,-0.1751,-0.5848,33.8875,3.1778,69.0789,-95.6936,269.8708,-65.5201,31.6029,-1.8606,66.4921,0.0000,-1.1367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0010,0.0088,0.0651,0,0.000000
6,0.1400,0.0932,44.6499,-31.1696,0.0203,-0.0765,-0.2552,0.0466,-0.1751,-0.5848,33.8883,3.1836,69.0618,-95.6936,269.8708,-65.5201,31.6029,-1.8870,66.4921,0.0000,-1.3195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0010,0.0088,0.0651,0,0.000000
6,0.1600,0.1165,44.5623,-31.4619,0.0203,-0.0765,-0.2552,-0.2366,-0.0378,0.0124,33.8891,3.1893,69.0446,0.2003,1.4850,-4.2797,31.6029,-1.9170,66.4921,0.0000,-1.5006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0010,0.0088,0.0651,0,0.000000
6,0.1800,-0.0018,44.5423,-31.4558,-0.1032,-0.0167,0.0054,-0.2366,-0.0378,0.0124,33.8850,3.1900,69.0436,0.2003,1.4850,-4.2797,31.6029,-1.9277,66.4921,0.0000,-0.5345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0266,0.0004,0.0000,0,0.000000
6,0.2000,-0.1201,44.5245,-31.4496,-0.1032,-0.0157,0.0054,-0.2366,-0.0378,0.0124,33.8810,3.1905,69.0427,0.2003,1.4850,-4.2797,31.6029,-1.9299,66.4921,0.0000,-0.1069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0266,0.0004,0.0000,0,0.000000
6,0.2200,-0.2384,44.5056,-31.4434,-0.1032,-0.0166,0.0054,-0.2366,-0.0378,0.0124,33.8769,3.1911,69.0417,0.2003,1.4850,-4.2797,31.6029,-1.9303,66.4921,0.0000,-0.0214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0266,0.0004,0.0000,0,0.000000
6,0.2400,-0.3567,44.4866,-31.4372,-0.1032,-0.0166,0.0054,-0.2366,-0.0378,0.0124,33.8729,3.1917,69.0407,0.2003,1.4850,-4.2797,31.6029,-1.9304,66.4921,0.0000,-0.0043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0266,0.0004,0.0000,0,0.000000
6,0.2600,-0.4750,44.4677,-31.4310,-0.1032,-0.0166,0.0054,1.0000,0.0427,-0.2584,33.8688,3.1923,69.0396,-1.0138,0.1481,-0.2495,31.6029,-1.9304,66.4921,0.0000,-0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0266,0.0004,0.0000,0,0.000000
6,0.2800,0.0250,44.4892,-31.5602,0.4363,0.0186,-0.1128,1.0000,0.0427,-0.2584,33.8859,3.1927,69.0360,-1.0138,0.1481,-0.2495,31.6029,-1.9304,66.4921,0.0000,-0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.4760,0.0005,0.0127,0,0.000000
6,0.3000,0.5250,44.5104,-31.6894,0.4363,0.0185,-0.1128,1.0000,0.0427,-0.2584,33.9030,3.1932,69.0322,-1.0138,0.1481,-0.2495,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.4760,0.0005,0.0127,0,0.000000
6,0.3200,1.0250,44.5317,-31.8187,0.4363,0.0186,-0.1128,1.0000,0.0427,-0.2584,33.9200,3.1936,69.0283,-1.0138,0.1481,-0.2495,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.4760,0.0005,0.0127,0,0.000000
6,0.3400,1.5250,44.5531,-31.9479,0.4363,0.0186,-0.1128,1.0000,0.0427,-0.2584,33.9369,3.1940,69.0242,-1.0138,0.1481,-0.2495,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.4760,0.0005,0.0127,0,0.000000
6,0.3600,2.0250,44.5744,-32.0771,0.4363,0.0186,-0.1128,0.1851,0.0038,-0.1255,33.9538,3.1944,69.0200,4.2492,0.1065,-0.9834,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.4760,0.0005,0.0127,0,0.000000
6,0.3800,2.1176,44.5762,-32.1399,0.0808,0.0016,-0.0548,0.1851,0.0038,-0.1255,33.9568,3.1949,69.0175,4.2492,0.1065,-0.9834,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0163,0.0000,0.0030,0,0.000000
6,0.4000,2.2101,44.5782,-32.2026,0.0808,0.0016,-0.0548,0.1851,0.0038,-0.1255,33.9599,3.1954,69.0150,4.2492,0.1065,-0.9834,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0163,0.0000,0.0030,0,0.000000
6,0.4200,2.3027,44.5801,-32.2654,0.0808,0.0016,-0.0548,0.1851,0.0038,-0.1255,33.9629,3.1959,69.0126,4.2492,0.1065,-0.9834,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0163,0.0000,0.0030,0,0.000000
6,0.4400,2.3953,44.5819,-32.3282,0.0808,0.0016,-0.0548,0.1851,0.0038,-0.1255,33.9660,3.1964,69.0101,4.2492,0.1065,-0.9834,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0163,0.0000,0.0030,0,0.000000
6,0.4600,2.4878,44.5838,-32.3910,0.0808,0.0016,-0.0548,-0.0044,-0.1198,-0.2093,33.9690,3.1968,69.0076,0.7593,0.1195,-0.6191,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0163,0.0000,0.0030,0,0.000000
6,0.4800,2.4857,44.5243,-32.4956,-0.0019,-0.0523,-0.0913,-0.0044,-0.1198,-0.2093,33.9686,3.1997,68.9996,0.7593,0.1195,-0.6191,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0000,0.0041,0.0083,0,0.000000
6,0.5000,2.4835,44.4640,-32.6002,-0.0019,-0.0526,-0.0913,-0.0044,-0.1198,-0.2093,33.9681,3.2026,68.9916,0.7593,0.1195,-0.6191,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0000,0.0042,0.0083,0,0.000000
6,0.5200,2.4813,44.4042,-32.7049,-0.0019,-0.0523,-0.0913,-0.0044,-0.1198,-0.2093,33.9677,3.2055,68.9835,0.7593,0.1195,-0.6191,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0000,0.0041,0.0083,0,0.000000
6,0.5400,2.4791,44.3443,-32.8095,-0.0019,-0.0523,-0.0913,-0.0044,-0.1198,-0.2093,33.9673,3.2083,68.9755,0.7593,0.1195,-0.6191,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0000,0.0041,0.0083,0,0.000000
6,0.5600,2.4769,44.2844,-32.9142,-0.0019,-0.0523,-0.0913,0.5363,-0.2899,-0.3709,33.9669,3.2111,68.9674,-0.1055,0.7156,-2.0073,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0000,0.0041,0.0083,0,0.000000
6,0.5800,2.7450,44.1400,-33.0996,0.2340,-0.1265,-0.1619,0.5363,-0.2899,-0.3709,33.9749,3.2173,68.9503,-0.1055,0.7156,-2.0073,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.1369,0.0240,0.0262,0,0.000000
6,0.6000,3.0132,43.9945,-33.2851,0.2340,-0.1270,-0.1618,0.5363,-0.2899,-0.3709,33.9828,3.2235,68.9330,-0.1055,0.7156,-2.0073,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.1369,0.0242,0.0262,0,0.000000
6,0.6200,3.2813,43.8495,-33.4705,0.2340,-0.1265,-0.1618,0.5363,-0.2899,-0.3709,33.9905,3.2295,68.9157,-0.1055,0.7156,-2.0073,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.1369,0.0240,0.0262,0,0.000000
6,0.6400,3.5495,43.7046,-33.6560,0.2340,-0.1265,-0.1618,0.5363,-0.2899,-0.3709,33.9981,3.2355,68.8983,-0.1055,0.7156,-2.0073,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.1369,0.0240,0.0262,0,0.000000
6,0.6600,3.8177,43.5597,-33.8415,0.2340,-0.1265,-0.1618,0.0087,-0.2967,-0.4863,34.0055,3.2414,68.8808,1.9302,1.5130,-4.3297,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.1369,0.0240,0.0262,0,0.000000
6,0.6800,3.8220,43.4114,-34.0846,0.0038,-0.1295,-0.2122,0.0087,-0.2967,-0.4863,34.0043,3.2477,68.8614,1.9302,1.5130,-4.3297,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0000,0.0251,0.0450,0,0.000000
6,0.7000,3.8263,43.2630,-34.3277,0.0038,-0.1296,-0.2122,0.0087,-0.2967,-0.4863,34.0031,3.2538,68.8420,1.9302,1.5130,-4.3297,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0000,0.0252,0.0450,0,0.000000
6,0.7200,3.8307,43.1146,-34.5708,0.0038,-0.1295,-0.2122,0.0087,-0.2967,-0.4863,34.0020,3.2599,68.8225,1.9302,1.5130,-4.3297,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0000,0.0252,0.0450,0,0.000000
6,0.7400,3.8350,42.9663,-34.8140,0.0038,-0.1295,-0.2122,0.0087,-0.2967,-0.4863,34.0008,3.2658,68.8030,1.9302,1.5130,-4.3297,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0000,0.0251,0.0450,0,0.000000
6,0.7600,3.8394,42.8179,-35.0571,0.0038,-0.1295,-0.2122,-0.7359,0.4983,-0.4104,33.9996,3.2716,68.7835,-0.2924,1.5119,-4.8691,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.0000,0.0252,0.0450,0,0.000000
6,0.7800,3.4714,43.0656,-35.2623,-0.3211,0.2172,-0.1791,-0.7359,0.4983,-0.4104,33.9892,3.2653,68.7924,-0.2924,1.5119,-4.8691,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.2578,0.0708,0.0321,0,0.000000
6,0.8000,3.1035,43.3162,-35.4675,-0.3211,0.2187,-0.1791,-0.7359,0.4983,-0.4104,33.9786,3.2589,68.8014,-0.2924,1.5119,-4.8691,31.6029,-1.9304,66.4921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.00,3.00,2.00,0.2578,0.0717,0.0321,0,0.000000
