Episode,Time_Taken,Accuracy,Energy_Consumed,Success,Timestamp
1,0.0200,0.1968,0.0000,1,2026-02-03 12:13:15
2,0.0200,0.7230,0.0000,1,2026-02-03 12:13:16
3,0.0200,0.9533,0.0000,1,2026-02-03 12:13:16
4,0.0200,0.9775,0.0000,1,2026-02-03 12:13:16
5,0.0200,0.9706,0.0000,1,2026-02-03 12:13:16
6,0.0200,0.0000,0.0000,1,2026-02-03 12:13:18
7,0.0200,0.9348,0.0000,1,2026-02-03 12:13:18
8,0.0200,0.9776,0.0000,1,2026-02-03 12:13:18
9,0.0200,0.9645,0.0000,1,2026-02-03 12:13:18
10,0.0200,0.9705,0.0000,1,2026-02-03 12:13:18
11,0.0200,0.1596,0.0000,1,2026-02-03 12:13:20
12,0.0200,0.9295,0.0000,1,2026-02-03 12:13:20
13,0.0200,0.8805,0.0000,1,2026-02-03 12:13:20
14,0.0200,0.9384,0.0000,1,2026-02-03 12:13:20
15,0.0200,0.7888,0.0000,1,2026-02-03 12:13:20
