Episode,Time_Taken,Accuracy,Energy_Consumed,Success,Timestamp
1,60.0200,0.0000,0.0000,0,2026-03-12 12:32:08
2,60.0200,0.0000,0.0000,0,2026-03-12 12:33:08
3,60.0200,0.0000,0.0000,0,2026-03-12 12:34:08
4,60.0200,0.0000,0.0000,0,2026-03-12 12:35:08
5,60.0200,0.0000,0.0000,0,2026-03-12 12:36:08
6,60.0200,0.0000,0.0000,0,2026-03-12 12:37:08
7,60.0200,0.0000,0.0000,0,2026-03-12 12:38:08
8,60.0200,0.0000,0.0000,0,2026-03-12 12:39:08
9,60.0200,0.0000,0.0000,0,2026-03-12 12:40:08
10,60.0200,0.0000,0.0000,0,2026-03-12 12:41:08
