Episode,Time_Taken,Accuracy,Energy_Consumed,Success,Timestamp
1,60.0200,0.0000,0.0000,0,2026-02-22 20:23:35
2,60.0200,0.0000,0.0000,0,2026-02-22 20:24:42
3,60.0200,0.0000,0.0000,0,2026-02-22 20:25:46
4,60.0200,0.0000,0.0000,0,2026-02-22 20:26:49
5,60.0200,0.0000,0.0000,0,2026-02-22 20:27:54
6,60.0200,0.0000,0.0000,0,2026-02-22 20:29:04
7,60.0200,0.0000,0.0000,0,2026-02-22 20:30:18
8,60.0200,0.0000,0.0000,0,2026-02-22 20:31:33
9,60.0200,0.0000,0.0000,0,2026-02-22 20:32:46
10,60.0200,0.0000,0.0000,0,2026-02-22 20:33:50
11,60.0200,0.0000,0.0000,0,2026-02-22 20:34:54
12,60.0200,0.0000,0.0000,0,2026-02-22 20:35:57
13,60.0200,0.0000,0.0000,0,2026-02-22 20:36:59
14,60.0200,0.0000,0.0000,0,2026-02-22 20:38:23
15,60.0200,0.0000,0.0000,0,2026-02-22 20:39:30
16,60.0200,0.0000,0.0000,0,2026-02-22 20:40:36
17,60.0200,0.0000,0.0000,0,2026-02-22 20:41:42
18,60.0200,0.0000,0.0000,0,2026-02-22 20:42:51
19,60.0200,0.0000,0.0000,0,2026-02-22 20:43:51
20,60.0200,0.0000,0.0000,0,2026-02-22 20:44:57
21,60.0199,0.0000,0.0000,0,2026-02-22 20:46:07
22,60.0200,0.0000,0.0000,0,2026-02-22 20:47:23
23,60.0200,0.0000,0.0000,0,2026-02-22 20:48:46
24,60.0200,0.0000,0.0000,0,2026-02-22 20:49:46
25,60.0200,0.0000,0.0000,0,2026-02-22 20:50:47
26,60.0200,0.0000,0.0000,0,2026-02-22 20:51:49
27,60.0199,0.0000,0.0000,0,2026-02-22 20:53:07
28,60.0200,0.0000,0.0000,0,2026-02-22 20:54:19
29,60.0200,0.0000,0.0000,0,2026-02-22 20:55:44
30,60.0200,0.0000,0.0000,0,2026-02-22 20:57:22
31,60.0200,0.0000,0.0000,0,2026-02-22 20:59:03
32,60.0200,0.0000,0.0000,0,2026-02-22 21:00:35
33,60.0199,0.0000,0.0000,0,2026-02-22 21:02:11
34,60.0200,0.0000,0.0000,0,2026-02-22 21:03:56
35,60.0200,0.0000,0.0000,0,2026-02-22 21:05:37
36,60.0200,0.0000,0.0000,0,2026-02-22 21:07:17
37,60.0200,0.0000,0.0000,0,2026-02-22 21:09:06
38,60.0200,0.0000,0.0000,0,2026-02-22 21:10:47
39,60.0200,0.0000,0.0000,0,2026-02-22 21:12:29
40,60.0200,0.0000,0.0000,0,2026-02-22 21:14:12
41,60.0198,0.0000,0.0000,0,2026-02-22 21:15:52
42,60.0200,0.0000,0.0000,0,2026-02-22 21:17:35
43,60.0200,0.0000,0.0000,0,2026-02-22 21:19:22
44,60.0200,0.0000,0.0000,0,2026-02-22 21:21:04
45,60.0200,0.0000,0.0000,0,2026-02-22 21:22:41
46,60.0200,0.0000,0.0000,0,2026-02-22 21:24:07
47,60.0200,0.0000,0.0000,0,2026-02-22 21:25:34
48,60.0200,0.0000,0.0000,0,2026-02-22 21:26:59
49,60.0200,0.0000,0.0000,0,2026-02-22 21:28:27
50,60.0200,0.0000,0.0000,0,2026-02-22 21:29:53
51,60.0200,0.0000,0.0000,0,2026-02-22 21:31:19
52,60.0200,0.0000,0.0000,0,2026-02-22 21:32:47
53,60.0198,0.0000,0.0000,0,2026-02-22 21:34:15
54,60.0200,0.0000,0.0000,0,2026-02-22 21:35:44
55,60.0200,0.0000,0.0000,0,2026-02-22 21:37:14
56,60.0200,0.0000,0.0000,0,2026-02-22 21:38:46
57,60.0200,0.0000,0.0000,0,2026-02-22 21:40:16
58,60.0200,0.0000,0.0000,0,2026-02-22 21:41:46
59,60.0200,0.0000,0.0000,0,2026-02-22 21:43:20
60,60.0200,0.0000,0.0000,0,2026-02-22 21:44:50
61,60.0200,0.0000,0.0000,0,2026-02-22 21:46:20
62,60.0200,0.0000,0.0000,0,2026-02-22 21:47:52
63,60.0200,0.0000,0.0000,0,2026-02-22 21:49:23
64,60.0200,0.0000,0.0000,0,2026-02-22 21:50:54
65,60.0198,0.0000,0.0000,0,2026-02-22 21:52:31
66,60.0200,0.0000,0.0000,0,2026-02-22 21:54:31
67,60.0200,0.0000,0.0000,0,2026-02-22 21:56:23
68,60.0200,0.0000,0.0000,0,2026-02-22 21:58:17
69,60.0200,0.0000,0.0000,0,2026-02-22 22:00:11
70,60.0200,0.0000,0.0000,0,2026-02-22 22:02:04
71,60.0200,0.0000,0.0000,0,2026-02-22 22:03:59
72,60.0200,0.0000,0.0000,0,2026-02-22 22:05:54
73,60.0200,0.0000,0.0000,0,2026-02-22 22:07:48
74,60.0200,0.0000,0.0000,0,2026-02-22 22:09:43
75,60.0200,0.0000,0.0000,0,2026-02-22 22:11:33
76,60.0200,0.0000,0.0000,0,2026-02-22 22:13:24
77,60.0200,0.0000,0.0000,0,2026-02-22 22:15:18
78,60.0200,0.0000,0.0000,0,2026-02-22 22:17:15
79,60.0200,0.0000,0.0000,0,2026-02-22 22:19:16
80,60.0200,0.0000,0.0000,0,2026-02-22 22:21:13
81,60.0200,0.0000,0.0000,0,2026-02-22 22:23:10
82,60.0195,0.0000,0.0000,0,2026-02-22 22:25:06
83,60.0200,0.0000,0.0000,0,2026-02-23 00:44:44
84,60.0200,0.0000,0.0000,0,2026-02-23 00:45:50
85,60.0200,0.0000,0.0000,0,2026-02-23 00:46:55
86,60.0200,0.0000,0.0000,0,2026-02-23 00:48:01
87,60.0200,0.0000,0.0000,0,2026-02-23 00:49:07
88,60.0200,0.0000,0.0000,0,2026-02-23 00:50:14
89,60.0200,0.0000,0.0000,0,2026-02-23 00:51:20
90,60.0200,0.0000,0.0000,0,2026-02-23 00:52:26
91,60.0200,0.0000,0.0000,0,2026-02-23 00:53:32
92,60.0200,0.0000,0.0000,0,2026-02-23 00:54:38
93,60.0200,0.0000,0.0000,0,2026-02-23 00:55:44
94,60.0200,0.0000,0.0000,0,2026-02-23 00:56:51
95,60.0200,0.0000,0.0000,0,2026-02-23 00:57:57
96,60.0200,0.0000,0.0000,0,2026-02-23 00:59:04
97,60.0200,0.0000,0.0000,0,2026-02-23 01:00:11
98,60.0200,0.0000,0.0000,0,2026-02-23 01:01:18
99,60.0200,0.0000,0.0000,0,2026-02-23 01:02:23
100,60.0200,0.0000,0.0000,0,2026-02-23 01:03:30
101,60.0200,0.0000,0.0000,0,2026-02-23 01:04:37
102,60.0200,0.0000,0.0000,0,2026-02-23 01:05:43
103,60.0200,0.0000,0.0000,0,2026-02-23 01:06:49
104,60.0200,0.0000,0.0000,0,2026-02-23 01:07:56
