Episode,Time_Taken,Accuracy,Energy_Consumed,Success,Timestamp
1,39.4000,0.0482,0.0000,0,2026-03-12 22:22:31
2,60.0000,0.0000,0.0000,0,2026-03-12 22:23:31
3,60.0200,0.0000,0.0000,0,2026-03-12 22:24:31
4,60.0200,0.0000,0.0000,0,2026-03-12 22:25:31
5,60.0200,0.0000,0.0000,0,2026-03-12 22:26:31
6,60.0200,0.0000,0.0000,0,2026-03-12 22:27:31
7,60.0200,0.0000,0.0000,0,2026-03-12 22:28:31
8,60.0200,0.0000,0.0000,0,2026-03-12 22:29:31
9,60.0200,0.0000,0.0000,0,2026-03-12 22:30:31
10,60.0200,0.0000,0.0000,0,2026-03-12 22:31:31
11,60.0200,0.0000,0.0000,0,2026-03-12 22:32:31
