Episode,Time_Taken,Accuracy,Energy_Consumed,Success,Timestamp
1,60.0200,0.0000,0.0000,0,2026-03-13 07:30:42
2,29.4000,0.0000,0.0000,0,2026-03-13 07:31:10
3,24.2800,0.0000,0.0000,0,2026-03-13 07:31:25
4,60.0200,0.0000,0.0000,0,2026-03-13 07:32:12
5,29.9800,0.0000,0.0000,0,2026-03-13 07:32:39
6,60.0200,0.0000,0.0000,0,2026-03-13 07:33:37
7,60.0200,0.0000,0.0000,0,2026-03-13 07:34:19
8,60.0200,0.0000,0.0000,0,2026-03-13 07:35:12
9,60.0200,0.0000,0.0000,0,2026-03-13 07:35:57
10,60.0200,0.0000,0.0000,0,2026-03-13 07:36:48
11,60.0200,0.0000,0.0000,0,2026-03-13 07:37:41
12,60.0200,0.0000,0.0000,0,2026-03-13 07:38:30
13,60.0200,0.0000,0.0000,0,2026-03-13 07:39:16
14,60.0200,0.0000,0.0000,0,2026-03-13 07:40:01
15,60.0200,0.0000,0.0000,0,2026-03-13 07:40:48
16,60.0200,0.0000,0.0000,0,2026-03-13 07:41:33
17,60.0200,0.0000,0.0000,0,2026-03-13 07:42:14
18,60.0200,0.0000,0.0000,0,2026-03-13 07:43:00
19,60.0200,0.0000,0.0000,0,2026-03-13 07:43:46
20,26.9399,0.0000,0.0000,0,2026-03-13 07:44:09
21,60.0200,0.0000,0.0000,0,2026-03-13 07:44:50
22,60.0200,0.0000,0.0000,0,2026-03-13 07:45:35
23,60.0200,0.0000,0.0000,0,2026-03-13 07:46:21
24,60.0200,0.0000,0.0000,0,2026-03-13 07:47:06
25,60.0200,0.0000,0.0000,0,2026-03-13 07:47:52
26,60.0199,0.0000,0.0000,0,2026-03-13 07:48:37
27,60.0200,0.0000,0.0000,0,2026-03-13 07:49:22
28,60.0200,0.0000,0.0000,0,2026-03-13 07:50:07
29,60.0200,0.0000,0.0000,0,2026-03-13 07:50:53
30,60.0200,0.0000,0.0000,0,2026-03-13 07:51:38
31,60.0200,0.0000,0.0000,0,2026-03-13 07:52:20
32,60.0199,0.0000,0.0000,0,2026-03-13 07:53:07
33,60.0200,0.0000,0.0000,0,2026-03-13 07:53:53
34,60.0200,0.4700,0.0000,0,2026-03-13 07:54:38
35,60.0200,0.0000,0.0000,0,2026-03-13 07:55:25
36,60.0200,0.0000,0.0000,0,2026-03-13 07:56:11
37,60.0200,0.0000,0.0000,0,2026-03-13 07:56:57
38,60.0200,0.0000,0.0000,0,2026-03-13 07:57:43
39,60.0200,0.6505,0.0000,0,2026-03-13 07:58:29
40,60.0200,0.0000,0.0000,0,2026-03-13 07:59:14
41,60.0198,0.0000,0.0000,0,2026-03-13 07:59:59
42,60.0200,0.0000,0.0000,0,2026-03-13 08:00:41
43,60.0200,0.0000,0.0000,0,2026-03-13 08:01:27
44,60.0200,0.0000,0.0000,0,2026-03-13 08:02:13
45,60.0200,0.0000,0.0000,0,2026-03-13 08:03:05
46,60.0200,0.0000,0.0000,0,2026-03-13 08:03:54
47,60.0200,0.0000,0.0000,0,2026-03-13 08:04:44
48,60.0200,0.0000,0.0000,0,2026-03-13 08:05:31
49,60.0200,0.0000,0.0000,0,2026-03-13 08:06:17
50,60.0200,0.1068,0.0000,0,2026-03-13 08:07:03
51,60.0200,0.0000,0.0000,0,2026-03-13 08:07:50
52,60.0198,0.0000,0.0000,0,2026-03-13 08:08:38
53,60.0200,0.2486,0.0000,0,2026-03-13 08:09:20
54,60.0200,0.0000,0.0000,0,2026-03-13 08:10:07
55,60.0200,0.0000,0.0000,0,2026-03-13 08:10:53
56,60.0200,0.0000,0.0000,0,2026-03-13 08:11:41
57,60.0200,0.0000,0.0000,0,2026-03-13 08:12:28
58,60.0200,0.0000,0.0000,0,2026-03-13 08:13:15
59,15.3799,0.8741,0.0000,1,2026-03-13 08:13:28
60,60.0200,0.0000,0.0000,0,2026-03-13 08:14:15
61,14.9800,0.8710,0.0000,1,2026-03-13 08:14:23
62,60.0200,0.0000,0.0000,0,2026-03-13 08:15:10
63,11.8398,0.8641,0.0000,1,2026-03-13 08:15:21
64,21.8801,0.8117,0.0000,1,2026-03-13 08:15:38
65,60.0200,0.0000,0.0000,0,2026-03-13 08:16:25
66,12.7600,0.8053,0.0000,1,2026-03-13 08:16:36
67,60.0200,0.0000,0.0000,0,2026-03-13 08:17:23
68,60.0200,0.0000,0.0000,0,2026-03-13 08:18:05
69,21.6199,0.5766,0.0000,1,2026-03-13 08:18:26
70,60.0200,0.0000,0.0000,0,2026-03-13 08:19:13
71,29.4199,0.7346,0.0000,1,2026-03-13 08:19:34
72,60.0200,0.0000,0.0000,0,2026-03-13 08:20:21
73,60.0200,0.0000,0.0000,0,2026-03-13 08:21:11
74,60.0200,0.0000,0.0000,0,2026-03-13 08:21:58
75,14.2400,0.8602,0.0000,1,2026-03-13 08:22:07
76,11.9399,0.8223,0.0000,1,2026-03-13 08:22:18
77,58.9399,0.8028,0.0000,1,2026-03-13 08:23:05
78,19.1997,0.7836,0.0000,1,2026-03-13 08:23:21
79,60.0200,0.3562,0.0000,0,2026-03-13 08:24:09
80,60.0200,0.0000,0.0000,0,2026-03-13 08:24:58
81,11.2002,0.7944,0.0000,1,2026-03-13 08:25:05
82,13.1001,0.8395,0.0000,1,2026-03-13 08:25:17
83,8.2598,0.8395,0.0000,1,2026-03-13 08:25:27
84,15.8403,0.6651,0.0000,1,2026-03-13 08:25:36
85,12.1797,0.7707,0.0000,1,2026-03-13 08:25:48
86,60.0200,0.0000,0.0000,0,2026-03-13 08:26:36
87,60.0200,0.0000,0.0000,0,2026-03-13 08:27:23
88,60.0200,0.4788,0.0000,0,2026-03-13 08:28:10
89,19.8198,0.5395,0.0000,1,2026-03-13 08:28:26
90,12.5000,0.7851,0.0000,1,2026-03-13 08:28:34
91,11.1802,0.8679,0.0000,1,2026-03-13 08:28:45
92,15.3398,0.7475,0.0000,1,2026-03-13 08:28:59
93,34.8203,0.7280,0.0000,1,2026-03-13 08:29:28
94,14.0000,0.7253,0.0000,1,2026-03-13 08:29:37
95,13.0601,0.7516,0.0000,1,2026-03-13 08:29:49
96,32.5400,0.7305,0.0000,1,2026-03-13 08:30:16
97,6.4199,0.8595,0.0000,1,2026-03-13 08:30:21
98,60.0200,0.2640,0.0000,0,2026-03-13 08:31:08
99,13.4399,0.7286,0.0000,1,2026-03-13 08:31:21
100,60.0200,0.0000,0.0000,0,2026-03-13 08:32:05
101,60.0200,0.4567,0.0000,0,2026-03-13 08:32:53
102,60.0200,0.4912,0.0000,0,2026-03-13 08:33:41
103,13.1802,0.8412,0.0000,1,2026-03-13 08:33:53
104,10.7202,0.7127,0.0000,1,2026-03-13 08:34:04
105,40.1797,0.4969,0.0000,1,2026-03-13 08:34:36
106,9.6602,0.8032,0.0000,1,2026-03-13 08:34:43
107,11.5801,0.8334,0.0000,1,2026-03-13 08:34:54
108,8.5596,0.8589,0.0000,1,2026-03-13 08:35:00
109,13.0200,0.7503,0.0000,1,2026-03-13 08:35:12
110,14.3398,0.8274,0.0000,1,2026-03-13 08:35:26
111,8.7998,0.7170,0.0000,1,2026-03-13 08:35:31
112,13.9800,0.8514,0.0000,1,2026-03-13 08:35:45
113,15.1196,0.8218,0.0000,1,2026-03-13 08:35:58
114,12.7202,0.7892,0.0000,1,2026-03-13 08:36:06
115,11.9399,0.8399,0.0000,1,2026-03-13 08:36:18
116,13.7202,0.8383,0.0000,1,2026-03-13 08:36:31
117,13.7998,0.8543,0.0000,1,2026-03-13 08:36:40
118,9.1201,0.8316,0.0000,1,2026-03-13 08:36:50
119,14.8203,0.7306,0.0000,1,2026-03-13 08:37:03
120,13.1597,0.7521,0.0000,1,2026-03-13 08:37:12
121,10.1802,0.6686,0.0000,1,2026-03-13 08:37:23
122,11.2998,0.8900,0.0000,1,2026-03-13 08:37:30
123,13.3003,0.7800,0.0000,1,2026-03-13 08:37:42
124,8.8599,0.8053,0.0000,1,2026-03-13 08:37:52
125,13.5400,0.8450,0.0000,1,2026-03-13 08:38:01
126,7.4800,0.0000,0.0000,0,2026-03-13 08:38:10
127,17.3599,0.8365,0.0000,1,2026-03-13 08:38:24
128,9.2598,0.8123,0.0000,1,2026-03-13 08:38:30
129,15.1602,0.6515,0.0000,1,2026-03-13 08:38:44
130,9.3799,0.8686,0.0000,1,2026-03-13 08:38:50
131,9.5200,0.7221,0.0000,1,2026-03-13 08:39:01
132,60.0200,0.2299,0.0000,0,2026-03-13 08:39:49
133,12.7998,0.6328,0.0000,1,2026-03-13 08:39:57
134,10.8403,0.7740,0.0000,1,2026-03-13 08:40:08
135,8.8599,0.7939,0.0000,1,2026-03-13 08:40:18
136,15.3599,0.8457,0.0000,1,2026-03-13 08:40:28
137,15.6802,0.5486,0.0000,1,2026-03-13 08:40:42
138,14.7598,0.8106,0.0000,1,2026-03-13 08:40:56
139,13.9199,0.8651,0.0000,1,2026-03-13 08:41:09
140,11.4800,0.7955,0.0000,1,2026-03-13 08:41:16
141,9.4399,0.8372,0.0000,1,2026-03-13 08:41:27
142,14.5200,0.7788,0.0000,1,2026-03-13 08:41:40
143,8.1597,0.8034,0.0000,1,2026-03-13 08:41:46
144,12.3604,0.8441,0.0000,1,2026-03-13 08:41:57
145,16.1397,0.8402,0.0000,1,2026-03-13 08:42:08
146,27.1997,0.5116,0.0000,1,2026-03-13 08:42:34
147,10.5601,0.8509,0.0000,1,2026-03-13 08:42:41
148,11.6001,0.8084,0.0000,1,2026-03-13 08:42:59
149,9.1602,0.8080,0.0000,1,2026-03-13 08:43:06
150,10.8999,0.8181,0.0000,1,2026-03-13 08:43:20
