Episode,Time_Taken,Accuracy,Energy_Consumed,Success,Timestamp
1,60.0200,0.0000,19.0341,0,2026-02-22 14:49:47
2,60.0200,0.0000,0.0000,0,2026-02-22 14:50:47
3,60.0200,0.0000,0.0000,0,2026-02-22 14:51:47
4,60.0200,0.0000,0.0000,0,2026-02-22 14:52:47
5,60.0200,0.0000,0.0000,0,2026-02-22 14:53:47
6,60.0200,0.0000,0.0000,0,2026-02-22 14:54:47
7,60.0200,0.0000,0.0000,0,2026-02-22 14:55:47
8,60.0200,0.0000,0.0000,0,2026-02-22 14:56:47
9,60.0200,0.0000,0.0000,0,2026-02-22 14:57:47
10,60.0200,0.0000,0.0000,0,2026-02-22 14:58:47
11,60.0200,0.0000,0.0000,0,2026-02-22 14:59:47
12,60.0200,0.0000,0.0000,0,2026-02-22 15:00:47
13,60.0200,0.0000,0.0000,0,2026-02-22 15:01:47
14,60.0200,0.0000,0.0000,0,2026-02-22 15:02:47
15,60.0200,0.0000,0.0000,0,2026-02-22 15:03:47
16,60.0200,0.0000,0.0000,0,2026-02-22 15:04:47
17,60.0200,0.0000,0.0000,0,2026-02-22 15:05:47
18,60.0200,0.0000,0.0000,0,2026-02-22 15:06:47
19,60.0200,0.0000,0.0000,0,2026-02-22 15:07:47
20,60.0200,0.0000,0.0000,0,2026-02-22 15:08:47
21,60.0199,0.0000,0.0000,0,2026-02-22 15:09:47
22,60.0200,0.0000,0.0000,0,2026-02-22 15:10:47
23,60.0200,0.0000,0.0000,0,2026-02-22 15:11:47
24,60.0200,0.0000,0.0000,0,2026-02-22 15:12:47
25,60.0200,0.0000,0.0000,0,2026-02-22 15:13:47
